id	segment_id	A1_duration	A1_offcount	A1_oncount	A2_duration	A2_offcount	A2_oncount	A3_duration	A3_offcount	A3_oncount	A4_duration	A4_offcount	A4_oncount	A5_duration	A5_offcount	A5_oncount	A6_duration	A6_offcount	A6_oncount	D1_duration	D1_offcount	D1_oncount	D3_duration	D3_offcount	D3_oncount	D4_duration	D4_offcount	D4_oncount	D5_duration	D5_offcount	D5_oncount	D7_duration	D7_offcount	D7_oncount	M2_duration	M2_offcount	M2_oncount	M3_duration	M3_offcount	M3_oncount	M6_duration	M6_offcount	M6_oncount	M7_duration	M7_offcount	M7_oncount	P4_duration	P4_offcount	P4_oncount	P5_duration	P5_offcount	P5_oncount	bass	intervals	m2_duration	m2_offcount	m2_oncount	m3_duration	m3_offcount	m3_oncount	m6_duration	m6_offcount	m6_oncount	m7_duration	m7_offcount	m7_oncount
34	35				1/4	1.0	0.0	1/6	1.0	0.0	7/24	0.25	0.75	1/12	1.0	0.0																									5/24	0.25	0.75										Ab	('A2', 'A3', 'A4', 'A5', 'M6')												
34	36										1/11	1.0	0.0																						1/22	0.0	1.0	3/11	1.0	0.0	5/22	1.0	0.0							2/11	0.0	1.0	G	('A4', 'M2', 'M3', 'M6', 'P5', 'm7')										2/11	0.0	1.0
34	37										1/7	1.0	0.0																									2/7	1.0	0.0	1/14	1.0	0.0							5/14	0.3333333333333333	0.6666666666666666	G	('A4', 'M3', 'M6', 'P5', 'm7')										1/7	0.0	1.0
34	38										1/2	0.5	0.5																						1/4	1.0	0.0	1/4	1.0	0.0													F	('A4', 'M2', 'M3')												
34	39																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
34	40																																								1/2	1.0	0.0				1/2	1.0	0.0				D	('M6', 'P4')												
34	41																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
34	42																																																				B	('m3', 'm6')				1/2	1.0	0.0	1/2	1.0	0.0			
34	43																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
34	44																																																	1	1.0	0.0	G	('P5',)												
34	45																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
34	46																																								1/2	1.0	0.0				1/2	1.0	0.0				D	('M6', 'P4')												
34	47																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
34	48																																																				B	('m3', 'm6')				1/2	1.0	0.0	1/2	1.0	0.0			
34	49																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
34	50																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	1.0	0.0			
34	52																																					3/4	1.0	0.0	1/4	0.0	1.0										F	('M3', 'M6')												
34	53																																					2/11	1.0	0.0	3/11	0.0	1.0				2/11	0.0	1.0	3/11	1.0	0.0	G	('M3', 'M6', 'P4', 'P5', 'm7')										1/11	1.0	0.0
34	54																																		1/4	0.0	1.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	0.0	1.0				C	('M2', 'M3', 'M7', 'P4')												
35	0																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
35	1																																																				E	('m3',)				1	0.0	1.0						
35	2																																								1	0.0	1.0										G	('M6',)												
35	3																																					2/3	0.0	1.0										1/3	0.0	1.0	C	('M3', 'P5')												
35	4																																								1/4	1.0	0.0	1/4	0.0	1.0	1/4	1.0	0.0	1/4	0.0	1.0	C	('M6', 'M7', 'P4', 'P5')												
35	5																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	C	('M3', 'M6', 'P4', 'P5')												
35	6				1/8	1.0	0.0				1/8	1.0	0.0																									3/8	0.0	1.0										3/8	0.0	1.0	C	('A2', 'A4', 'M3', 'P5')												
35	7				1/8	1.0	0.0				1/8	1.0	0.0																									3/8	0.0	1.0										3/8	0.0	1.0	C	('A2', 'A4', 'M3', 'P5')												
35	8																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
35	9																																					7/11	0.5	0.5										4/11	1.0	0.0	C	('M3', 'P5')												
35	10																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
35	11																																																				E	('m3',)				1	0.5	0.5						
35	12																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
35	13																																																				B	('m3', 'm6')				3/4	0.0	1.0	1/4	0.0	1.0			
35	14																																					1/4	1.0	0.0							1/4	0.0	1.0	1/2	0.0	1.0	G	('M3', 'P4', 'P5')												
35	15																																					1/2	0.0	1.0	1/4	1.0	0.0	1/4	0.0	1.0							C	('M3', 'M6', 'M7')												
35	16																																								1/2	0.0	1.0				1/2	0.0	1.0				D	('M6', 'P4')												
35	17																																					1/2	0.0	1.0										1/2	0.0	1.0	D	('M3', 'P5')												
35	18																																					1	0.0	1.0													G	('M3',)												
35	19																																					1	1.0	0.0													G	('M3',)												
35	20																																		1/5	1.0	0.0																D	('M2', 'm3', 'm7')				3/5	0.0	1.0				1/5	1.0	0.0
35	21																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
35	22																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
35	23																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
35	24																																					2/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5')												
35	25																																																				D	('m3',)				1	0.0	1.0						
35	26																																					1	1.0	0.0													C	('M3',)												
35	27																																					1/2	0.0	1.0	1/4	0.0	1.0							1/4	1.0	0.0	G	('M3', 'M6', 'P5')												
35	28				1/8	1.0	0.0				1/8	1.0	0.0																									3/8	0.0	1.0										3/8	0.0	1.0	G	('A2', 'A4', 'M3', 'P5')												
35	29				1/8	1.0	0.0				1/8	1.0	0.0																									3/8	0.0	1.0										3/8	0.0	1.0	G	('A2', 'A4', 'M3', 'P5')												
35	30																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
35	31																																								3/8	0.0	1.0				1/8	1.0	0.0	1/2	1.0	0.0	G	('M6', 'P4', 'P5')												
35	32																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
35	33																																																				E	('m3',)				1	0.0	1.0						
35	34																																								1	0.0	1.0										G	('M6',)												
35	35																																					2/3	0.0	1.0										1/3	0.0	1.0	C	('M3', 'P5')												
35	36																																								1/4	1.0	0.0	1/4	0.0	1.0	1/4	1.0	0.0	1/4	0.0	1.0	C	('M6', 'M7', 'P4', 'P5')												
35	37																																					1/4	1.0	0.0	1/4	0.0	1.0				1/4	0.0	1.0	1/4	1.0	0.0	C	('M3', 'M6', 'P4', 'P5')												
35	38																																								4/5	0.5	0.5				1/5	1.0	0.0				G	('M6', 'P4')												
35	39																																					1/4	1.0	0.0										1/2	0.5	0.5	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
35	40																																					1	0.0	1.0													C	('M3',)												
35	41																																																				C	()												
36	0																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
36	1																																					1/2	0.0	1.0										1/2	0.0	1.0	F	('M3', 'P5')												
36	2																																																				D	('m3', 'm7')				1/2	0.0	1.0				1/2	0.0	1.0
36	3																																		1/12	1.0	0.0	2/3	0.0	1.0				1/4	1.0	0.0							C	('M2', 'M3', 'M7')												
36	4																																					1/2	0.0	1.0										1/2	0.0	1.0	F	('M3', 'P5')												
36	5																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
36	6																																																				D	('m3', 'm7')				1/2	0.0	1.0				1/2	0.0	1.0
36	7										1/7	1.0	0.0																						1/7	1.0	0.0	5/7	0.5	0.5													C	('A4', 'M2', 'M3')												
36	8																																																				B	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
36	9																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
36	10																																																				B	('m3', 'm6')				1/2	1.0	0.0	1/2	1.0	0.0			
36	11										1/7	0.0	1.0																						1/7	1.0	0.0	3/7	0.5	0.5	2/7	1.0	0.0										C	('A4', 'M2', 'M3', 'M6')												
36	12																																								1/2	0.0	1.0				1/2	0.0	1.0				D	('M6', 'P4')												
36	13										1/2	0.0	1.0																												1/2	0.0	1.0										C	('A4', 'M6')												
36	14																																														1/3	0.0	1.0				B	('P4', 'm3', 'm6')				1/3	1.0	0.0	1/3	0.0	1.0			
36	15																																																				B	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
36	16																																																				B	('m3', 'm6')				1/2	1.0	0.0	1/2	1.0	0.0			
36	17																																					4/11	0.0	1.0	1/11	1.0	0.0							3/11	0.5	0.5	D	('M3', 'M6', 'P5', 'm7')										3/11	1.0	0.0
36	18																																					1	0.0	1.0													G	('M3',)												
36	19																																					1	1.0	0.0													G	('M3',)												
36	20																																											1	1.0	0.0							G	('M7',)												
36	21																																											1	1.0	0.0							G	('M7',)												
36	22																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
36	23																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
36	24																																		1/2	0.0	1.0							1/2	0.0	1.0							G	('M2', 'M7')												
36	25																																		1/6	1.0	0.0	2/3	0.0	1.0				1/6	1.0	0.0							G	('M2', 'M3', 'M7')												
36	26																																					1	0.5	0.5													G	('M3',)												
36	27																																											1	1.0	0.0							G	('M7',)												
36	28																																											1	1.0	0.0							G	('M7',)												
36	29																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
36	30																																														1/2	0.0	1.0				G	('P4', 'm6')							1/2	0.0	1.0			
36	31																																		1/2	0.0	1.0							1/2	0.0	1.0							G	('M2', 'M7')												
36	32																																					1	0.0	1.0													G	('M3',)												
36	33																																					3/4	1.0	0.0							1/4	0.5	0.5				G	('M3', 'P4')												
36	34																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
36	35																																					1/2	0.0	1.0										1/2	0.0	1.0	F	('M3', 'P5')												
36	36																																																				D	('m3', 'm7')				1/2	0.0	1.0				1/2	0.0	1.0
36	37																																		1/15	1.0	0.0	3/5	0.5	0.5							1/15	1.0	0.0	4/15	0.0	1.0	C	('M2', 'M3', 'P4', 'P5')												
36	38																																														1/4	0.0	1.0				E	('P4', 'm3', 'm6')				1/4	1.0	0.0	1/2	0.0	1.0			
36	39																																		1/7	0.0	1.0	4/7	0.0	1.0	1/7	1.0	0.0	1/7	1.0	0.0							F	('M2', 'M3', 'M6', 'M7')												
36	40																																					1/5	0.0	1.0	3/10	0.0	1.0				1/5	0.0	1.0	1/10	1.0	0.0	G	('M3', 'M6', 'P4', 'P5', 'm7')										1/5	0.0	1.0
36	41																																					1	0.0	1.0													C	('M3',)												
36	42																																																				C	()												
37	0																																					1	0.0	1.0													C	('M3',)												
37	1																																														1/2	0.0	1.0				B	('P4', 'm2')	1/2	0.0	1.0									
37	2																									1/2	0.0	1.0																									G#	('D4', 'm6')							1/2	0.0	1.0			
37	3																																																	1/2	0.0	1.0	A	('P5', 'm3')				1/2	0.0	1.0						
37	4										1/2	1.0	0.0																												1/2	1.0	0.0										G	('A4', 'M6')												
37	5																																								1	0.0	1.0										F	('M6',)												
37	6																																																				E	('m3',)				1	1.0	0.0						
37	7										1/4	0.0	1.0																						1/4	0.0	1.0													1/4	0.0	1.0	D	('A4', 'M2', 'P5', 'm3')				1/4	0.0	1.0						
37	8										1/4	0.0	1.0																						1/2	0.0	1.0				1/8	1.0	0.0							1/8	1.0	0.0	G	('A4', 'M2', 'M6', 'P5')												
37	9																																					4/5	0.0	1.0	1/5	0.0	1.0										F	('M3', 'M6')												
37	10																																		1/3	1.0	0.0				1/3	0.0	1.0	1/3	1.0	0.0							F	('M2', 'M6', 'M7')												
